,Category,Claim,Debunk_Date,Label,Source,Keywords,bow
111,Medical advice and self-treatments,    people die as pastor gives them dettol to drink in church to prevent coronavirus    ,4/8/2020,False,PolitiFact,"['people', 'pastor', 'give', 'dettol', 'drink', 'church', 'prevent', 'coronavirus']","{'give': 1, 'drink': 1, 'dettol': 1, 'prevent': 1}"
112,Community spread and impact,a video of fire is shared with the claim that a fire erupted at solapur airport in maharashtra state due to firecrackers on        at  p m   ,4/6/2020,False,FactCrescendo,"['fire', 'shared', 'claim', 'fire', 'erupted', 'solapur', 'airport', 'maharashtra', 'state', 'firecracker']","{'state': 1, 'share': 1, 'airport': 1, 'fire': 2}"
113,"Public authority actions, policy, and communications",the disaster management act has been implemented across india  as per the act  apart from the government departments  no other citizen is allowed to post or share any forward related to the novel coronavirus   ,4/6/2020,False,Newschecker,"['disaster', 'management', 'implemented', 'across', 'india', 'apart', 'government', 'department', 'citizen', 'allowed', 'share', 'forward', 'related', 'novel', 'coronavirus']","{'india': 1, 'forward': 1, 'depart': 1, 'share': 1, 'govern': 1, 'citizen': 1, 'across': 1, 'allow': 1, 'implement': 1, 'relat': 1}"
114,"Public authority actions, policy, and communications",a claim has been shared thousands of times on facebook and twitter in sri lanka that the ruler of sharjah  one of the seven emirates of the united arab emirates  uae   banned burials of people who died after contracting the novel coronavirus   ,4/7/2020,False,AFP,"['claim', 'shared', 'thousand', 'time', 'lanka', 'ruler', 'sharjah', 'seven', 'emirate', 'united', 'arab', 'emirate', 'banned', 'burial', 'people', 'died', 'contracting', 'novel', 'coronavirus']","{'contract': 1, 'lanka': 1, 'time': 1, 'share': 1, 'thousand': 1, 'unit': 1}"
115,Community spread and impact,amid covid    lockdown  the himalayan mountain range is visible from the puttalam area in sri lanka   ,4/6/2020,False,FactCrescendo,"['amid', 'covid', 'lockdown', 'himalayan', 'mountain', 'range', 'visible', 'puttalam', 'area', 'lanka']","{'lockdown': 1, 'lanka': 1, 'amid': 1, 'area': 1}"
116,Conspiracy theories,a poem about people staying home was written by kathleen o mara in        ,4/8/2020,False,PolitiFact,"['poem', 'people', 'staying', 'home', 'written', 'kathleen', 'mara']","{'home': 1, 'stay': 1}"
117,"Public authority actions, policy, and communications",hospital is caught using a dummy in pandemic footage   ,4/7/2020,False,LeadStories,"['hospital', 'caught', 'using', 'dummy', 'pandemic', 'footage']","{'pandem': 1, 'hospit': 1, 'caught': 1}"
118,Conspiracy theories,photo of a mannequin being wheeled into a hospital shows the covid    coverup   ,4/6/2020,False,LeadStories,"['mannequin', 'wheeled', 'hospital', 'show', 'covid', 'coverup']",{'hospit': 1}
119,Virus transmission,video suggesting that a man is spitting on bread to spread coronavirus   ,4/6/2020,False,BOOM FactCheck,"['suggesting', 'spitting', 'bread', 'spread', 'coronavirus']","{'spread': 1, 'suggest': 1}"
120,Claims about prominent actors,former nyc mayor rudolph giuliani said he  bought   m in shares of novartis  a primary supplier of hydroxychloroquine  in early february   ,4/9/2020,False,PolitiFact,"['former', 'mayor', 'rudolph', 'giuliani', 'said', 'bought', 'share', 'novartis', 'primary', 'supplier', 'hydroxychloroquine', 'early', 'february']","{'share': 1, 'said': 1, 'former': 1, 'mayor': 1}"
121,Conspiracy theories,coronavirus is fake or a made up ploy by  g   ,4/5/2020,False,LeadStories,"['coronavirus', 'fake', 'made', 'ploy']","{'made': 1, 'fake': 1}"
122,Community spread and impact,a video has been viewed tens of thousands of times in multiple posts on facebook  weibo and twitter that claim it shows people who committed suicide in the u s  after contracting covid      ,4/9/2020,False,AFP,"['viewed', 'thousand', 'time', 'multiple', 'post', 'weibo', 'claim', 'show', 'people', 'committed', 'suicide', 'contracting', 'covid']","{'contract': 1, 'view': 1, 'time': 1, 'multipl': 1, 'post': 1, 'thousand': 1}"
123,Community spread and impact, in italy  they have thrown their money on the streets  a clear message to the whole world that money is not enough when health is in danger    ,4/9/2020,False,PolitiFact,"['italy', 'thrown', 'money', 'street', 'clear', 'message', 'whole', 'world', 'money', 'enough', 'health', 'danger']","{'health': 1, 'world': 1, 'money': 2, 'itali': 1, 'messag': 1, 'street': 1}"
124,Claims about prominent actors,this is the video of congress leaders rahul and priyanka gandhi breaking coronavirus lockdown by stepping out   ,4/5/2020,False,India Today,"['congress', 'leader', 'rahul', 'priyanka', 'gandhi', 'breaking', 'coronavirus', 'lockdown', 'stepping']","{'lockdown': 1, 'break': 1}"
125,"Public authority actions, policy, and communications",coronavirus death toll in the u s  is inflated by inclusion of unrelated deaths   ,4/8/2020,False,FactCheck.org,"['coronavirus', 'death', 'toll', 'inflated', 'inclusion', 'unrelated', 'death']",{'death': 2}
126,"Public preparedness, protests, and civil disobedience",people are handing out masks  doused with chemicals which knocks you out cold  so they can rob you   ,4/9/2020,False,PolitiFact,"['people', 'handing', 'mask', 'doused', 'chemical', 'knock', 'cold']","{'mask': 1, 'cold': 1, 'hand': 1}"
127,Claims about prominent actors,the nba is asking president donald trump to  resign or we ll never play again    ,4/6/2020,False,PolitiFact,"['asking', 'president', 'donald', 'trump', 'resign', 'never', 'play']","{'donald': 1, 'presid': 1, 'trump': 1, 'never': 1}"
128,"Public preparedness, protests, and civil disobedience",a viral video showing some men assaulting a policeman is being shared with the claim that it is from agripada  mumbai  indiaa    ,4/4/2020,False,FactCrescendo,"['viral', 'showing', 'assaulting', 'policeman', 'shared', 'claim', 'agripada', 'mumbai', 'indiaa']","{'viral': 1, 'share': 1, 'mumbai': 1}"
129,"Public authority actions, policy, and communications",sri lankan police made an announcement stating that citizens are not allowed to post any update or share any forward related to coronavirus and it being a punishable offense   ,4/4/2020,False,FactCrescendo,"['lankan', 'police', 'made', 'announcement', 'stating', 'citizen', 'allowed', 'update', 'share', 'forward', 'related', 'coronavirus', 'punishable', 'offense']","{'state': 1, 'announc': 1, 'forward': 1, 'made': 1, 'share': 1, 'lankan': 1, 'citizen': 1, 'allow': 1, 'relat': 1, 'polic': 1}"
130,"Public authority actions, policy, and communications",president donald trump s statement that lupus patients are not vulnerable to covid    is not true   ,4/4/2020,False,LeadStories,"['president', 'donald', 'trump', 'statement', 'lupus', 'patient', 'vulnerable', 'covid', 'true']","{'patient': 1, 'donald': 1, 'presid': 1, 'trump': 1}"
131,Claims about prominent actors,barack obama has urged africans to reject any covid    vaccine produced by the united states and europe   ,4/4/2020,False,PesaCheck,"['barack', 'obama', 'urged', 'african', 'reject', 'covid', 'vaccine', 'produced', 'united', 'state', 'europe']","{'vaccin': 1, 'state': 1, 'african': 1, 'barack': 1, 'obama': 1, 'unit': 1}"
132,"Public authority actions, policy, and communications",china supplied   million masks to africa  who says africa must  should  prepare for the worst  china plans to distribute  infected  masks   ,4/4/2020,False,Dubawa,"['china', 'supplied', 'million', 'mask', 'africa', 'africa', 'must', 'prepare', 'worst', 'china', 'plan', 'distribute', 'infected', 'mask']","{'china': 2, 'infect': 1, 'mask': 2, 'africa': 2, 'distribut': 1, 'million': 1, 'prepar': 1}"
133,Community spread and impact,brazilians lighting candles after pm modi s call to stand in solidarity against the coronavirus   ,4/4/2020,False,FactCrescendo,"['brazilian', 'lighting', 'candle', 'modi', 'call', 'stand', 'solidarity', 'coronavirus']","{'call': 1, 'modi': 1, 'stand': 1}"
134,Conspiracy theories,a poem about people self isolating at home has been shared thousands of times on facebook and twitter in april      alongside a claim that it was written in the   th century and reprinted during the      spanish flu pandemic  the posts  published as the world continued to endure the spread of the novel coronavirus  claim the poem is evidence that  history repeats itself    ,4/7/2020,False,AFP,"['poem', 'people', 'self', 'isolating', 'home', 'shared', 'thousand', 'time', 'april', 'alongside', 'claim', 'written', 'century', 'reprinted', 'spanish', 'pandemic', 'post', 'published', 'world', 'continued', 'endure', 'spread', 'novel', 'coronavirus', 'claim', 'poem', 'evidence', 'history', 'repeat']","{'isol': 1, 'publish': 1, 'spread': 1, 'time': 1, 'share': 1, 'pandem': 1, 'world': 1, 'evid': 1, 'post': 1, 'alongsid': 1, 'april': 1, 'thousand': 1, 'home': 1}"
135,Community spread and impact,photo of an italian doctor waving goodbye to co doctors as he is about to die due to coronavirus   ,4/4/2020,False,India Today,"['italian', 'doctor', 'waving', 'goodbye', 'doctor', 'coronavirus']","{'italian': 1, 'doctor': 2}"
136,Virus transmission,a claim that data from a hospital in the philippines shows a correlation between grocery shopping and covid    has been shared more than       times on facebook and twitter   ,4/7/2020,False,AFP,"['claim', 'data', 'hospital', 'philippine', 'show', 'correlation', 'grocery', 'shopping', 'covid', 'shared', 'time']","{'data': 1, 'time': 1, 'share': 1, 'hospit': 1, 'philippin': 1, 'shop': 1}"
137,"Public authority actions, policy, and communications",video posts viewed thousands of times purport to show south africa s president cyril ramaphosa announcing an alleged    day lockdown   ,4/8/2020,False,AFP,"['post', 'viewed', 'thousand', 'time', 'purport', 'show', 'south', 'africa', 'president', 'cyril', 'ramaphosa', 'announcing', 'alleged', 'lockdown']","{'announc': 1, 'lockdown': 1, 'view': 1, 'time': 1, 'presid': 1, 'africa': 1, 'purport': 1, 'alleg': 1, 'post': 1, 'thousand': 1, 'south': 1}"
138,Virus transmission,a viral video apparently showing muslim devotees sneezing is circulated with the claim that it is from nizamuddin mosque of delhi and they are deliberately trying to get infected in order to spread coronavirus in india   ,4/4/2020,False,FactCrescendo,"['viral', 'apparently', 'showing', 'muslim', 'devotee', 'sneezing', 'circulated', 'claim', 'nizamuddin', 'mosque', 'delhi', 'deliberately', 'trying', 'infected', 'order', 'spread', 'coronavirus', 'india']","{'infect': 1, 'spread': 1, 'viral': 1, 'india': 1, 'muslim': 1, 'delhi': 1, 'order': 1, 'circul': 1, 'mosqu': 1}"
139,Claims about prominent actors,ten point bulletin message purported to be from president gotabaya to be followed during covid    outbreak   ,4/3/2020,False,FactCrescendo,"['point', 'bulletin', 'message', 'purported', 'president', 'gotabaya', 'followed', 'covid', 'outbreak']","{'presid': 1, 'purport': 1, 'outbreak': 1, 'messag': 1, 'follow': 1}"
140,Virus transmission,a viral screenshot of a story allegedly published by the bbc claiming ghana has recorded its first confirmed coronavirus case   ,3/11/2020,False,GhanaFact,"['viral', 'story', 'allegedly', 'published', 'claiming', 'ghana', 'recorded', 'first', 'confirmed', 'coronavirus', 'case']","{'case': 1, 'confirm': 1, 'first': 1, 'publish': 1, 'viral': 1, 'record': 1, 'allegedli': 1}"
141,Claims about prominent actors,multiple posts on facebook and twitter claim the world health organization  who  has warned against eating cabbage during the novel coronavirus pandemic   ,3/31/2020,False,AFP,"['multiple', 'post', 'claim', 'world', 'health', 'organization', 'warned', 'eating', 'cabbage', 'novel', 'coronavirus', 'pandemic']","{'health': 1, 'pandem': 1, 'world': 1, 'warn': 1, 'multipl': 1, 'post': 1, 'organ': 1}"
142,"Public authority actions, policy, and communications",a claim that police in thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on facebook  twitter and line messenger   ,4/1/2020,False,AFP,"['claim', 'police', 'thailand', 'issue', 'fine', 'anyone', 'wear', 'face', 'mask', 'public', 'novel', 'coronavirus', 'pandemic', 'shared', 'repeatedly', 'line', 'messenger']","{'issu': 1, 'mask': 1, 'share': 1, 'pandem': 1, 'thailand': 1, 'line': 1, 'polic': 1, 'face': 1, 'public': 1, 'repeatedli': 1, 'wear': 1}"
143,Community spread and impact,a video shows a truck dropping bodies covered with plastic into a ditch and claiming that this is the situation in italy right now   ,4/3/2020,False,Newschecker,"['show', 'truck', 'dropping', 'body', 'covered', 'plastic', 'ditch', 'claiming', 'situation', 'italy', 'right']","{'situat': 1, 'bodi': 1, 'itali': 1}"
144,Community spread and impact,u s  president donald trump or presidential candidate joe biden referred to the novel coronavirus pandemic as a time when  people are dying that have never died before    ,4/1/2020,False,AFP,"['president', 'donald', 'trump', 'presidential', 'candidate', 'biden', 'referred', 'novel', 'coronavirus', 'pandemic', 'time', 'people', 'dying', 'never', 'died']","{'time': 1, 'pandem': 1, 'donald': 1, 'presid': 1, 'trump': 1, 'refer': 1, 'never': 1, 'biden': 1}"
145,Claims about prominent actors,social activist trupti desai was caught illegally buying liquor during the lockdown and was detained by the police   ,4/3/2020,False,The Quint,"['social', 'activist', 'trupti', 'desai', 'caught', 'illegally', 'buying', 'liquor', 'lockdown', 'detained', 'police']","{'lockdown': 1, 'social': 1, 'caught': 1, 'polic': 1, 'detain': 1}"
146,Community spread and impact,posts shared more than        times on facebook feature a photo of a crying child and two others showing a woman and a man in hospital beds  claiming that the boy s parents are infected with the novel coronavirus  ,4/2/2020,False,AFP,"['post', 'shared', 'time', 'feature', 'child', 'others', 'showing', 'woman', 'hospital', 'claiming', 'parent', 'infected', 'novel', 'coronavirus']","{'child': 1, 'infect': 1, 'other': 1, 'time': 1, 'share': 1, 'hospit': 1, 'post': 1, 'featur': 1, 'woman': 1}"
147,Conspiracy theories,posts on social media claim there is a us patent for the novel coronavirus and a european patent for a vaccine  citing specific patent numbers   ,4/1/2020,False,AFP,"['post', 'social', 'medium', 'claim', 'patent', 'novel', 'coronavirus', 'european', 'patent', 'vaccine', 'citing', 'specific', 'patent', 'number']","{'vaccin': 1, 'medium': 1, 'number': 1, 'social': 1, 'post': 1, 'patent': 3, 'specif': 1}"
148,Medical advice and self-treatments,facebook posts shared thousands of times recommend various practices to prevent covid     including gargling salt water  drinking tea and avoiding ice cream   ,4/2/2020,False,AFP,"['post', 'shared', 'thousand', 'time', 'recommend', 'various', 'practice', 'prevent', 'covid', 'including', 'gargling', 'salt', 'water', 'drinking', 'avoiding', 'cream']","{'time': 1, 'share': 1, 'drink': 1, 'includ': 1, 'post': 1, 'avoid': 1, 'prevent': 1, 'thousand': 1, 'gargl': 1, 'recommend': 1, 'salt': 1, 'variou': 1, 'water': 1}"
